,site,company,title,price,ratingreview,url,status,redirect_url
421,flipkart,oppo,"OPPO A77 (Sky Blue, 128 GB)","₹15,999",4.5,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/r/8/-original-imaggwj9axhycrf2.jpeg?q=70,Available,https://www.flipkart.com/oppo-a77-sky-blue-128-gb/p/itme5841383d98bb?pid=MOBGHFT5URTRDV82&lid=LSTMOBGHFT5URTRDV82CP4VJN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_14&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBGHFT5URTRDV82.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
422,flipkart,oppo,"OPPO F17 Pro (Matte Black, 128 GB)","₹17,990",4.3,https://rukminim1.flixcart.com/image/312/312/kekadu80/mobile/y/q/5/oppo-f17-pro-cph2119-original-imafv7pxgndwsekf.jpeg?q=70,Available,https://www.flipkart.com/oppo-f17-pro-matte-black-128-gb/p/itm4e2fc7ddc621c?pid=MOBFVYVXMYEUDPTY&lid=LSTMOBFVYVXMYEUDPTYQN71JQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_15&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBFVYVXMYEUDPTY.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
423,flipkart,oppo,"OPPO A54 (Crystal Black, 128 GB)","₹15,990",4.3,https://rukminim1.flixcart.com/image/312/312/knni7ww0/mobile/s/h/f/a54-cph2239-oppo-original-imag2ay5vhv5huuw.jpeg?q=70,Available,https://www.flipkart.com/oppo-a54-crystal-black-128-gb/p/itm2c71eaacf710e?pid=MOBG23KTMSSEV9VS&lid=LSTMOBG23KTMSSEV9VSCFKKGD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_16&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBG23KTMSSEV9VS.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
424,flipkart,oppo,"OPPO F17 Pro (Magic Blue, 128 GB)","₹17,990",4.3,https://rukminim1.flixcart.com/image/312/312/kekadu80/mobile/x/n/y/oppo-f17-pro-cph2119-original-imafv7pxhjkcrv3q.jpeg?q=70,Available,https://www.flipkart.com/oppo-f17-pro-magic-blue-128-gb/p/itm4e2fc7ddc621c?pid=MOBFVYVXA567AXNY&lid=LSTMOBFVYVXA567AXNYXT3HBZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_17&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBFVYVXA567AXNY.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
425,flipkart,oppo,"OPPO F19 Pro (Fluid Black, 128 GB)","₹17,990",4.3,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/f/o/-original-imaggvy5rrhjctyq.jpeg?q=70,Available,https://www.flipkart.com/oppo-f19-pro-fluid-black-128-gb/p/itmf3153ba8dbf1a?pid=MOBGYV9VCE8G2SDV&lid=LSTMOBGYV9VCE8G2SDVKROOXV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_18&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBGYV9VCE8G2SDV.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
426,flipkart,oppo,"OPPO A76 (Glowing Blue, 128 GB)","₹16,490",4.3,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/q/1/i/-original-imagcnmh9tffkwws.jpeg?q=70,Available,https://www.flipkart.com/oppo-a76-glowing-blue-128-gb/p/itmcf741a5ea53b9?pid=MOBGCFJTGMSAMFQS&lid=LSTMOBGCFJTGMSAMFQSQDDCHL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_19&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBGCFJTGMSAMFQS.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
427,flipkart,oppo,"OPPO A76 (Glowing Black, 128 GB)","₹16,490",4.3,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/g/g/j/-original-imagcnnfksn7wphz.jpeg?q=70,Available,https://www.flipkart.com/oppo-a76-glowing-black-128-gb/p/itmcf741a5ea53b9?pid=MOBGCFJTX47JDXW2&lid=LSTMOBGCFJTX47JDXW2ZZSPPR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_20&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBGCFJTX47JDXW2.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
428,flipkart,oppo,"OPPO A53s 5G (Crystal Blue, 128 GB)","₹17,990",4.3,https://rukminim1.flixcart.com/image/312/312/knyxqq80/mobile/1/c/5/a53s-5g-cph2321-oppo-original-imag2gwzzxmkwgsn.jpeg?q=70,Available,https://www.flipkart.com/oppo-a53s-5g-crystal-blue-128-gb/p/itm7dd84770173a5?pid=MOBG25PGGQHX4RNF&lid=LSTMOBG25PGGQHX4RNF4GFVC4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_21&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBG25PGGQHX4RNF.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
429,flipkart,oppo,"OPPO A77 (Sky Blue, 64 GB)","₹15,439",4.5,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/c/c/y/a77-cph2385-oppo-original-imaggwp3z3t9hjrx.jpeg?q=70,Available,https://www.flipkart.com/oppo-a77-sky-blue-64-gb/p/itmf0f5acbe5d1dc?pid=MOBGH3H5XRSFSGZU&lid=LSTMOBGH3H5XRSFSGZUZLY71K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_23&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBGH3H5XRSFSGZU.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
430,flipkart,oppo,"OPPO A54 (Crystal Black, 128 GB)","₹15,990",4.4,https://rukminim1.flixcart.com/image/312/312/knni7ww0/mobile/s/h/f/a54-cph2239-oppo-original-imag2ay5vhv5huuw.jpeg?q=70,Available,https://www.flipkart.com/oppo-a54-crystal-black-128-gb/p/itm2c71eaacf710e?pid=MOBG23KTWRH6WH7P&lid=LSTMOBG23KTWRH6WH7PKFLRJZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_24&otracker=CLP_filters&fm=organic&iid=7581c639-3e65-48ef-a593-f3dfa85338f6.MOBG23KTWRH6WH7P.SEARCH&ppt=None&ppn=None&ssid=v5z41qizbk0000001667142611526
431,flipkart,oppo,"OPPO A77 (Sunset Orange, 128 GB)","₹15,999",4.5,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/8/8/d/-original-imaggwj93hhpvehj.jpeg?q=70,Available,https://www.flipkart.com/oppo-a77-sunset-orange-128-gb/p/itme5841383d98bb?pid=MOBGHFT5PKS2676B&lid=LSTMOBGHFT5PKS2676BJWDADA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_25&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBGHFT5PKS2676B.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
432,flipkart,oppo,"OPPO F9 (Mist Black, 64 GB)","₹17,949",4.5,https://rukminim1.flixcart.com/image/312/312/jm0wscw0/mobile/p/z/h/oppo-f9-cph1881-original-imaf9yuuqxggfhhe.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f9-mist-black-64-gb/p/itmf8whxzsyhhetm?pid=MOBF8WHXFRB2KPZH&lid=LSTMOBF8WHXFRB2KPZHGJ3HUY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_26&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBF8WHXFRB2KPZH.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
433,flipkart,oppo,"OPPO A55 (Starry Black, 128 GB)","₹15,449",4.1,https://rukminim1.flixcart.com/image/312/312/kv6zvrk0/mobile/c/l/e/a55-cph2325-oppo-original-imag85qsz2hhumpy.jpeg?q=70,Available,https://www.flipkart.com/oppo-a55-starry-black-128-gb/p/itmfd07b94a9a543?pid=MOBG84AZK29CPYNN&lid=LSTMOBG84AZK29CPYNNXCQ1NW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_27&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBG84AZK29CPYNN.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
434,flipkart,oppo,"OPPO F9 (Stellar Purple, 64 GB)","₹17,949",4.5,https://rukminim1.flixcart.com/image/312/312/jm0wscw0/mobile/s/h/h/oppo-f9-cph1881-original-imaf9yuuv4yzthby.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f9-stellar-purple-64-gb/p/itmf8whxzsyhhetm?pid=MOBF8WHXTX8VXSHH&lid=LSTMOBF8WHXTX8VXSHHJD1VQW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_28&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBF8WHXTX8VXSHH.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
435,flipkart,oppo,"OPPO A5 (Diamond Blue, 64 GB)","₹15,990",4.4,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/e/r/j/a5-64-a-cph1809-oppo-4-original-imaf9f37z6za8hn6.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-a5-diamond-blue-64-gb/p/itmf8dm8gktg5efp?pid=MOBFFDHHJSMHCYTM&lid=LSTMOBFFDHHJSMHCYTMBD9MAW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_29&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFFDHHJSMHCYTM.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
436,flipkart,oppo,"OPPO A5 (Diamond Red, 64 GB)","₹15,990",4.4,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/a/j/f/a5-64-c-cph1809-oppo-4-original-imaf9f378sdqknhv.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-a5-diamond-red-64-gb/p/itmf8dm8gktg5efp?pid=MOBFFDHHNRKWNYYK&lid=LSTMOBFFDHHNRKWNYYKA4UOIF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_30&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFFDHHNRKWNYYK.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
437,flipkart,oppo,"OPPO A74 5G BLACK (Fluid Black, 128 GB)","₹18,989",4.3,https://rukminim1.flixcart.com/image/312/312/knyxqq80/mobile/w/w/t/a74-5g-black-cph2263-oppo-original-imag2gxbyhjnt6vw.jpeg?q=70,Available,https://www.flipkart.com/oppo-a74-5g-black-fluid-black-128-gb/p/itm93519bec12f5e?pid=MOBG2J3Y57FYB8MA&lid=LSTMOBG2J3Y57FYB8MATT1WQT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_31&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBG2J3Y57FYB8MA.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
438,flipkart,oppo,"OPPO Reno2 F (Sky White, 256 GB)","₹18,049",4.5,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/e/k/j/reno2-f-128-d-cph1989-oppo-8-original-imafh2ctdgd7umda.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-reno2-f-sky-white-256-gb/p/itm8413e7eb0b195?pid=MOBFTX93JK4UGWZS&lid=LSTMOBFTX93JK4UGWZSSPNQBC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_32&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFTX93JK4UGWZS.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
439,flipkart,oppo,"OPPO Reno2 F (Lake Green, 256 GB)","₹18,049",4.5,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/x/9/r/reno2-f-128-a-cph1989-oppo-8-original-imafh2ctdbn9rbgk.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-reno2-f-lake-green-256-gb/p/itm8413e7eb0b195?pid=MOBFTX93YUHYFXBQ&lid=LSTMOBFTX93YUHYFXBQDZ5VVE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_33&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFTX93YUHYFXBQ.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
440,flipkart,oppo,"OPPO K1 (Astral Blue, 64 GB)","₹15,049",4.5,https://rukminim1.flixcart.com/image/312/312/jrqo70w0/mobile/e/n/c/oppo-k1-cph1893-original-imafdgxwckzg2kja.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-k1-astral-blue-64-gb/p/itmfdy9keddxqvbt?pid=MOBFDY9KYGDFFENC&lid=LSTMOBFDY9KYGDFFENCTI5SPP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_34&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFDY9KYGDFFENC.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
441,flipkart,oppo,"OPPO A7 (Glaze Blue, 64 GB)","₹16,990",4.4,https://rukminim1.flixcart.com/image/312/312/jql8fbk0/mobile/f/r/z/oppo-a7-cph1901-original-imafb5nhsfwh7xgm.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-a7-glaze-blue-64-gb/p/itmfb37gqa44nrzq?pid=MOBFCKHGARWBSFRZ&lid=LSTMOBFCKHGARWBSFRZTQMRG7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_35&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFCKHGARWBSFRZ.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
442,flipkart,oppo,"OPPO A5 2020 (Dazzling White, 64 GB)","₹15,949",4.4,https://rukminim1.flixcart.com/image/312/312/k51cpe80pkrrdj/mobile/t/v/g/oppo-a5-2020-cph1931-original-imafkhhwhzz7zdjc.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-a5-2020-dazzling-white-64-gb/p/itm760f1b7b484f0?pid=MOBFKCS5VHUM2BQB&lid=LSTMOBFKCS5VHUM2BQBOHZPBB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_36&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFKCS5VHUM2BQB.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
443,flipkart,oppo,"OPPO A5 2020 (Mirror Black, 64 GB)","₹15,949",4.4,https://rukminim1.flixcart.com/image/312/312/k51cpe80pkrrdj/mobile/e/m/g/oppo-a5-2020-cph1931-original-imafkhhw9pvtr73b.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-a5-2020-mirror-black-64-gb/p/itm760f1b7b484f0?pid=MOBFKCS5BFZWH9EQ&lid=LSTMOBFKCS5BFZWH9EQLJ0XJQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_37&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFKCS5BFZWH9EQ.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
444,flipkart,oppo,"OPPO F11 Pro (Aurora Green, 64 GB)","₹19,599",4.5,https://rukminim1.flixcart.com/image/312/312/k01b8280pkrrdj/mobile-refurbished/8/w/n/f11-pro-128-d-cph1969-oppo-6-original-imafec8hzfzyg79e.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f11-pro-aurora-green-64-gb/p/itmfe6k2gurv2a3p?pid=MOBFE6KFGD6YT27Z&lid=LSTMOBFE6KFGD6YT27ZWDYUV3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_38&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFE6KFGD6YT27Z.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
445,flipkart,oppo,"OPPO F15 (Lightening Black, 128 GB)","₹15,949",4.4,https://rukminim1.flixcart.com/image/312/312/k5bcscw0/mobile/t/v/n/oppo-f15-cph2001-original-imafzyp3fgpkh5g4.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f15-lightening-black-128-gb/p/itm56d35565691ea?pid=MOBFNSUQ5USTXTVN&lid=LSTMOBFNSUQ5USTXTVNFZBZRI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_39&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFNSUQ5USTXTVN.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
446,flipkart,oppo,"OPPO F15 (Lightening Black, 128 GB)","₹18,899",4.4,https://rukminim1.flixcart.com/image/312/312/k5bcscw0/mobile/5/x/a/oppo-f15-cph2001-original-imafzyp3byxa2mkr.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f15-lightening-black-128-gb/p/itm56d35565691ea?pid=MOBFNSUQXECJZ5XA&lid=LSTMOBFNSUQXECJZ5XA8CIY3V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_40&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFNSUQXECJZ5XA.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
447,flipkart,oppo,"OPPO F15 (Unicorn White, 128 GB)","₹15,949",4.4,https://rukminim1.flixcart.com/image/312/312/k5lcvbk0/mobile/7/z/5/oppo-f15-cph2001-original-imafz8gnxjzfcsck.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f15-unicorn-white-128-gb/p/itm56d35565691ea?pid=MOBFNSUQ2GTFGFZW&lid=LSTMOBFNSUQ2GTFGFZWZFTEKP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFNSUQ2GTFGFZW.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
448,flipkart,oppo,"OPPO F15 (Blazing Blue, 128 GB)","₹18,899",4.4,https://rukminim1.flixcart.com/image/312/312/kbs9k7k0/mobile/c/2/4/oppo-f15-cph2001-original-imaft259xdmwswrd.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f15-blazing-blue-128-gb/p/itm56d35565691ea?pid=MOBFTYWWZKUAMC24&lid=LSTMOBFTYWWZKUAMC247L22IO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFTYWWZKUAMC24.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
449,flipkart,oppo,"OPPO F15 (Unicorn White, 128 GB)","₹18,899",4.4,https://rukminim1.flixcart.com/image/312/312/k5lcvbk0/mobile/7/z/5/oppo-f15-cph2001-original-imafz8gnxjzfcsck.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f15-unicorn-white-128-gb/p/itm56d35565691ea?pid=MOBFNSUQUVAQX7Z5&lid=LSTMOBFNSUQUVAQX7Z5PSQUB3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFNSUQUVAQX7Z5.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
450,flipkart,oppo,"OPPO F15 (Blazing Blue, 128 GB)","₹15,949",4.4,https://rukminim1.flixcart.com/image/312/312/k9u8zgw0/mobile/z/v/h/oppo-f15-cph2001-original-imafrjmrpmgqf9ms.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f15-blazing-blue-128-gb/p/itm56d35565691ea?pid=MOBFRJMHZUWBRZVH&lid=LSTMOBFRJMHZUWBRZVHPWRTYL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_44&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFRJMHZUWBRZVH.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
451,flipkart,oppo,"OPPO A9 2020 (Marine Green, 128 GB)","₹15,949",4.3,https://rukminim1.flixcart.com/image/312/312/k51cpe80pkrrdj/mobile/z/y/h/oppo-a9-2020-cph1937-original-imafkhhxh2vsxnmq.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-a9-2020-marine-green-128-gb/p/itm32799ab1d45b4?pid=MOBFKCS5D7SUGZG5&lid=LSTMOBFKCS5D7SUGZG5ZKND4B&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_45&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFKCS5D7SUGZG5.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
452,flipkart,oppo,"OPPO A9 2020 (Space Purple, 128 GB)","₹15,949",4.3,https://rukminim1.flixcart.com/image/312/312/k51cpe80pkrrdj/mobile/j/t/c/oppo-a9-2020-cph1937-original-imafkhhxczz79agw.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-a9-2020-space-purple-128-gb/p/itm32799ab1d45b4?pid=MOBFKCS5NYHG8KWD&lid=LSTMOBFKCS5NYHG8KWDOXUMEK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_46&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFKCS5NYHG8KWD.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
453,flipkart,oppo,"OPPO A9 2020 (Vanilla Mint, 128 GB)","₹15,949",4.3,https://rukminim1.flixcart.com/image/312/312/k51cpe80pkrrdj/mobile/g/d/t/oppo-a9-2020-cph1937-original-imafmhwbgre6pujw.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-a9-2020-vanilla-mint-128-gb/p/itm32799ab1d45b4?pid=MOBFMEVEHZWUJYFD&lid=LSTMOBFMEVEHZWUJYFDLVGVKW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_47&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFMEVEHZWUJYFD.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
454,flipkart,oppo,"OPPO F11 (Fluorite Purple, 128 GB)","₹19,199",4.4,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/e/f/h/f11-128-b-cph1911-oppo-6-original-imafg4zzjgyjsydr.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f11-fluorite-purple-128-gb/p/itmfgb8ft4kfgfe6?pid=MOBFG2FZNH5FVTNH&lid=LSTMOBFG2FZNH5FVTNHSPZS6C&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_48&otracker=CLP_filters&fm=organic&iid=091683bb-d1ad-406f-af49-d4b258e46331.MOBFG2FZNH5FVTNH.SEARCH&ppt=None&ppn=None&ssid=o6ocb1efvk0000001667142612715
455,flipkart,oppo,"OPPO F11 (Marble Green, 128 GB)","₹19,199",4.4,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/n/y/p/f11-128-a-cph1911-oppo-6-original-imafg4zzjz8mjjwr.jpeg?q=70,Coming Soon,https://www.flipkart.com/oppo-f11-marble-green-128-gb/p/itmfgb8ft4kfgfe6?pid=MOBFG2FZPRRMNDDK&lid=LSTMOBFG2FZPRRMNDDKTFUIGR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_49&otracker=CLP_filters&fm=organic&iid=5f4890ec-9beb-4e02-89b4-0866c0649ec5.MOBFG2FZPRRMNDDK.SEARCH&ppt=None&ppn=None&ssid=34i0bu42fk0000001667142614179
456,flipkart,oppo,"OPPO A55 (Starry Black, 64 GB)","₹15,490",4.2,https://rukminim1.flixcart.com/image/312/312/kv6zvrk0/mobile/c/l/e/a55-cph2325-oppo-original-imag85qsz2hhumpy.jpeg?q=70,Available,https://www.flipkart.com/oppo-a55-starry-black-64-gb/p/itmfd07b94a9a543?pid=MOBG84AZTSAMHC2E&lid=LSTMOBG84AZTSAMHC2EXPCYHZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_50&otracker=CLP_filters&fm=organic&iid=5f4890ec-9beb-4e02-89b4-0866c0649ec5.MOBG84AZTSAMHC2E.SEARCH&ppt=None&ppn=None&ssid=34i0bu42fk0000001667142614179
457,flipkart,oppo,"OPPO F19 Pro (Crystal Silver, 128 GB)","₹18,489",4.3,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/5/x/0/-original-imaggvy34uxyxnzz.jpeg?q=70,Currently unavailable,https://www.flipkart.com/oppo-f19-pro-crystal-silver-128-gb/p/itmf3153ba8dbf1a?pid=MOBGYV9VEMHYEQAA&lid=LSTMOBGYV9VEMHYEQAAN1W1HI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_51&otracker=CLP_filters&fm=organic&iid=5f4890ec-9beb-4e02-89b4-0866c0649ec5.MOBGYV9VEMHYEQAA.SEARCH&ppt=None&ppn=None&ssid=34i0bu42fk0000001667142614179
458,flipkart,oppo,"OPPO F17 (Dynamic Orange, 128 GB)","₹18,500",4.3,https://rukminim1.flixcart.com/image/312/312/kesv0y80/mobile/b/q/f/oppo-f17-cph2095-original-imafvepcfqdutgg3.jpeg?q=70,Currently unavailable,https://www.flipkart.com/oppo-f17-dynamic-orange-128-gb/p/itm428055529feac?pid=MOBFVDAS9S43UBQF&lid=LSTMOBFVDAS9S43UBQF5ICIIY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_52&otracker=CLP_filters&fm=organic&iid=5f4890ec-9beb-4e02-89b4-0866c0649ec5.MOBFVDAS9S43UBQF.SEARCH&ppt=None&ppn=None&ssid=34i0bu42fk0000001667142614179
459,flipkart,samsung,"SAMSUNG Galaxy A13 (Green, 64 GB)","₹13,999",4.1,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/f/e/o/-original-imaggy3yrdqzsvfc.jpeg?q=70,Available,https://www.flipkart.com/samsung-galaxy-a13-green-64-gb/p/itmd19d37d1716d8?pid=MOBGGR9KFTYDSTS8&lid=LSTMOBGGR9KFTYDSTS8QZ9CQC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_1&otracker=browse&fm=organic&iid=33d8c9eb-1a4f-42ec-82c9-dd21e431bfa7.MOBGGR9KFTYDSTS8.SEARCH&ppt=None&ppn=None&ssid=jifr9folm80000001667142615678
